	gene_id	gene_name	flight1	flight2	flight3	ground1	ground2	ground3
0	AT1G01010	NAC001	32.049065	40.040295	34.463539	28.739973	29.163263	29.393038
1	AT1G01020	ARV1	8.64623	7.198208	8.951367	9.650261	13.024961	13.170512
2	AT1G01030	NGA3	0.0	0.0	0.0	0.148829	0.778641	0.680916
3	AT1G01040	DCL1	16.615887	14.599139	14.043326	13.056993	13.570472	10.602119
4	AT1G01046	MIR838A	9.022043	7.175986	3.933149	5.291854	5.393598	7.370601
5	AT1G01050	PPA1	99.192436	97.049324	99.827576	105.910904	89.642059	95.180458
6	AT1G01060	LHY	93.580582	206.503891	88.302277	63.626598	21.881292	75.129852
7	AT1G01070	AT1G01070	50.619789	38.240963	52.526665	21.112692	24.16641	21.487015
8	AT1G01073	AT1G01073	0.0	0.0	0.0	0.0	0.0	0.0
9	AT1G01080	AT1G01080	8.914603	7.473519	8.314064	13.211829	13.088426	12.53061
10	AT1G01090	PDH-E1 ALPHA	116.384354	102.888817	110.203186	134.523972	107.716225	121.545753
11	AT1G01100	RPP1A	428.708923	385.164459	448.569519	651.062744	475.651886	511.399872
12	AT1G01110	IQD18	7.256356	2.959297	5.350297	7.107421	6.648058	3.275441
13	AT1G01115	AT1G01115	0.0	0.0	0.0	0.0	0.0	0.0
14	AT1G01120	KCS1	32.074043	41.138096	21.546207	42.319881	53.148018	57.457539
15	AT1G01130	AT1G01130	4.666075	1.878732	3.851269	4.037182	4.715391	6.960755
16	AT1G01140	CIPK9	14.412127	12.807293	10.338287	8.638537	6.149416	8.442209
17	AT1G01150	AT1G01150	0.397959	0.0	0.550524	1.070732	0.777835	0.516615
18	AT1G01160	GIF2	35.844707	29.169149	42.048481	35.4884	32.630295	31.190361
19	AT1G01170	AT1G01170	45.135292	45.545265	42.388607	16.209341	38.792263	25.784351
20	AT1G01180	AT1G01180	28.020081	28.084034	22.692167	25.108065	23.950726	26.399086
21	AT1G01183	MIR165A	0.194364	1.42682	1.19523	2.236879	2.470703	0.0
22	AT1G01190	CYP78A8	11.351265	18.557634	16.393053	34.009975	35.540398	26.694946
23	AT1G01200	RABA3	3.310389	3.157535	4.293752	19.77037	12.428282	15.341619
24	AT1G01210	AT1G01210	25.600664	34.101498	22.013508	51.196148	37.142799	42.423908
25	AT1G01220	FKGP	9.917684	9.842591	9.0859	11.141744	8.405964	8.537183
26	AT1G01225	AT1G01225	7.189051	10.200503	6.855001	11.976848	10.631136	8.11155
27	AT1G01230	AT1G01230	74.869308	71.109215	65.459618	50.050297	64.174973	64.32222
28	AT1G01240	AT1G01240	43.816319	41.260933	52.378555	14.037612	22.924612	21.346889
29	AT1G01250	ERF023	0.0	0.0	0.0	0.0	0.0	0.0
30	AT1G01260	BHLH13	11.091619	8.637393	10.374514	11.129115	11.752495	12.468625
31	AT1G01270	AT1G01270	0.0	0.0	0.0	0.0	0.0	0.0
32	AT1G01280	CYP703A2	0.0	0.0	0.0	0.0	0.0	0.0
33	AT1G01290	CNX3	15.988501	16.27906	12.880097	25.308178	17.560209	19.677784
34	AT1G01300	AT1G01300	35.700665	36.422585	31.863007	73.9226	68.536858	49.349632
35	AT1G01305	AT1G01305	0.586644	0.0	0.0	0.0	0.0	0.0
36	AT1G01310	AT1G01310	0.0	0.474715	0.0	0.11767	0.666677	0.534256
37	AT1G01320	AT1G01320	6.911702	5.285044	6.776642	7.621285	8.243396	6.692293
38	AT1G01340	CNGC10	16.264448	18.221367	22.656109	15.259935	16.323069	17.720274
39	AT1G01350	AT1G01350	19.511648	23.964695	23.637825	28.067642	25.602579	25.291479
40	AT1G01355	AT1G01355	0.822979	2.377554	1.444757	0.679302	0.848389	0.0
41	AT1G01360	PYL9	33.42598	59.481274	36.76437	34.240707	33.221035	41.52544
42	AT1G01370	HTR12	8.647889	3.679678	14.216259	12.202971	12.641369	14.133856
43	AT1G01380	ETC1	7.035195	9.770353	1.930388	12.514397	8.017887	7.751179
44	AT1G01420	UGT72B3	1.298696	0.797532	1.254025	3.117231	2.81088	3.920568
45	AT1G01430	TBL25	30.281412	25.566719	22.459835	22.874828	30.048735	25.294279
46	AT1G01440	AT1G01440	17.133224	14.658149	14.674452	11.422613	12.311562	11.989188
47	AT1G01448	AT1G01448	9.41884	5.813785	7.966435	4.991364	7.196892	5.557441
48	AT1G01450	AT1G01450	0.0	0.0	0.0	0.0	0.0	0.0
49	AT1G01453	AT1G01453	2.188931	0.877767	1.198102	1.717945	1.625173	2.593457
50	AT1G01460	PIP5K10	0.271204	0.0	0.0	0.0	0.149565	0.0
51	AT1G01470	LEA14	59.344456	70.332062	70.458641	101.168564	132.632156	101.976006
52	AT1G01480	ACS2	3.503247	2.437392	3.0239	3.372593	4.485415	3.652961
53	AT1G01490	AT1G01490	70.243301	80.903107	64.742088	104.803459	64.161629	104.662498
54	AT1G01500	AT1G01500	9.484132	7.454876	7.00346	11.795596	9.58128	11.198729
55	AT1G01510	AN	43.737522	48.991234	43.341385	44.170387	38.153435	35.073338
56	AT1G01520	RVE3	0.0	0.42111	0.0	0.338046	0.04066	1.384718
57	AT1G01530	AGL28	0.0	0.0	0.0	0.0	0.0	0.0
58	AT1G01540	AT1G01540	29.525492	33.062321	35.838596	33.04932	30.958233	34.650074
59	AT1G01550	BPS1	202.94426	196.896179	219.899216	199.860031	206.011963	208.939697
60	AT1G01560	MPK11	0.344088	2.306835	0.579924	3.369567	2.595267	3.288426
61	AT1G01570	AT1G01570	2.726007	2.729296	5.015663	5.130731	4.901815	4.502976
62	AT1G01580	FRO2	3.848692	2.8366	19.037348	226.021255	33.949112	101.249908
63	AT1G01590	FRO1	0.0	0.217798	0.0	0.0	0.133841	0.0
64	AT1G01600	CYP86A4	2.207299	4.597903	2.213938	4.806608	4.761631	3.64667
65	AT1G01610	GPAT4	50.784069	64.381134	49.025852	66.257797	69.445145	91.046509
66	AT1G01620	PIP1-3	1453.883911	1355.722168	1487.47168	569.761902	744.958984	710.312927
67	AT1G01630	AT1G01630	44.661709	38.730965	41.602612	51.579235	40.817516	50.643463
68	AT1G01640	AT1G01640	55.59177	49.504814	53.958488	33.030464	37.194855	28.760637
69	AT1G01650	SPPL4	40.547859	44.988628	44.829517	40.058331	30.044086	34.697334
70	AT1G01660	PUB55	5.830933	5.86738	7.075108	5.791803	4.773741	6.044319
71	AT1G01670	PUB56	8.109365	8.973494	10.397145	6.688012	6.828839	5.877899
72	AT1G01680	PUB54	0.0	0.0	0.841756	0.586988	0.0	0.917156
73	AT1G01690	ATPRD3	5.998762	7.611457	7.213008	9.688473	11.065549	8.207344
74	AT1G01695	AT1G01695	0.0	0.0	0.0	0.331703	0.0	0.0
75	AT1G01700	ROPGEF2	0.0	0.752329	0.527785	1.314509	1.185526	0.973145
76	AT1G01710	AT1G01710	20.125261	15.885874	16.759569	18.927849	18.632444	18.333826
77	AT1G01720	NAC002	75.018639	102.554504	84.628998	58.317425	63.212982	60.310646
78	AT1G01725	AT1G01725	20.557951	21.20669	18.4778	9.85014	15.935689	15.588004
79	AT1G01730	AT1G01730	47.379658	42.879494	51.899544	38.434868	40.666046	33.844994
80	AT1G01740	AT1G01740	3.207489	3.035752	5.218854	4.978958	4.509089	4.30761
81	AT1G01750	ADF10	40.723198	38.927704	48.238464	46.030216	46.912647	52.971809
82	AT1G01760	AT1G01760	7.505196	5.429704	6.9062	3.750724	2.535031	3.404582
83	AT1G01770	AT1G01770	21.046515	18.986183	23.046242	9.802198	12.433167	10.472302
84	AT1G01780	PLIM2B	43.406029	31.626417	39.836411	27.417969	25.686972	26.508276
85	AT1G01790	KEA1	8.971404	9.724024	8.361601	8.650384	9.085096	7.683032
86	AT1G01800	AT1G01800	115.412346	140.182297	130.986862	122.109421	103.478287	118.71682
87	AT1G01810	AT1G01810	1.476143	0.377874	0.779048	2.322664	0.0	3.564575
88	AT1G01820	PEX11C	70.357994	57.542507	80.215591	50.313759	65.208733	51.552681
89	AT1G01830	AT1G01830	10.843874	7.147543	8.22953	8.339161	9.439704	8.3087
90	AT1G01840	AT1G01840	0.0	1.960644	1.684436	3.555136	1.311448	2.548048
91	AT1G01860	PFC1	8.080966	6.334998	7.855435	7.350635	6.978091	6.799109
92	AT1G01870	AT1G01870	0.0	0.0	0.0	0.0	0.0	0.0
93	AT1G01880	GEN1	3.238136	2.004465	1.68959	2.104766	1.558502	1.383233
94	AT1G01890	AT1G01890	0.0	0.0	0.0	0.0	0.0	0.0
95	AT1G01900	SBTI1.1	2.238172	3.032545	3.030286	3.286379	4.826021	3.976664
96	AT1G01910	AT1G01910	55.656609	45.047958	49.49493	44.614628	41.922707	35.909096
97	AT1G01920	AT1G01920	12.398278	14.525951	14.180346	21.21381	17.26639	16.643555
98	AT1G01930	AT1G01930	14.223133	14.716334	13.829377	11.343685	11.898052	12.345557
99	AT1G01940	CYP18-1	36.858509	27.724714	32.723362	35.125191	28.563185	37.184204
100	AT1G01950	ARK2	12.407242	13.154086	11.391964	14.873054	13.294985	16.227375
101	AT1G01960	BIG3	33.478611	32.454872	27.442274	32.945942	30.08794	25.920763
102	AT1G01970	AT1G01970	5.94505	8.473728	6.735839	6.378238	8.015491	6.477523
103	AT1G01980	AT1G01980	0.0	0.0	0.0	0.130677	0.0	0.0
104	AT1G01990	AT1G01990	22.318354	20.838495	16.866339	14.875341	15.828073	12.349646
105	AT1G02000	GAE2	11.119683	10.980036	10.023227	10.029641	10.717533	9.973849
106	AT1G02010	SEC1A	6.614944	7.265751	4.551058	6.140676	4.52984	5.824402
107	AT1G02020	AT1G02020	3.179485	3.063473	2.404427	2.965028	2.544426	3.726242
108	AT1G02030	ZAT1	0.359972	0.577037	1.193205	0.286977	0.965753	1.238143
109	AT1G02040	AT1G02040	0.025643	0.0	0.072328	0.076563	0.0737	0.0
110	AT1G02050	PKSA	8.571354	8.742283	7.406499	5.954009	9.153338	6.932045
111	AT1G02060	AT1G02060	6.576933	7.348266	7.186264	4.263484	5.591607	3.594343
112	AT1G02080	AT1G02080	26.916903	24.45192	22.42732	24.175909	26.752335	21.20303
113	AT1G02090	CSN7	42.19289	41.030754	45.597973	53.266514	56.318611	55.558365
114	AT1G02100	AT1G02100	60.090416	71.414764	61.035778	47.496601	46.567802	44.846371
115	AT1G02110	AT1G02110	21.124783	18.746611	13.813113	15.352874	16.171122	13.023052
116	AT1G02120	VAD1	68.817886	70.296547	64.562012	47.95269	58.445038	54.737789
117	AT1G02130	RABD2A	58.260109	54.179165	60.081627	51.701572	50.671459	55.563385
118	AT1G02140	MEE63	172.40741	192.427872	206.821915	292.257538	219.319778	269.297821
119	AT1G02145	ALG12	18.998281	18.8925	16.40921	19.392477	20.437548	20.924234
120	AT1G02150	AT1G02150	23.338663	21.0751	17.388437	16.398943	17.511019	15.955686
121	AT1G02160	AT1G02160	28.609692	26.377871	36.024517	28.716576	39.688591	30.687645
122	AT1G02170	AMC1	42.926086	40.609028	49.989349	33.497658	40.225342	37.36655
123	AT1G02180	AT1G02180	1.600247	3.054452	1.836192	3.438109	1.887376	3.359617
124	AT1G02190	AT1G02190	0.0	0.0	0.0	0.0	0.126728	0.0
125	AT1G02205	CER1	2.461851	2.328052	1.144714	2.854629	2.151836	2.360514
126	AT1G02210	AT1G02210	0.0	0.0	0.0	0.0	0.0	0.0
127	AT1G02220	NAC003	11.95451	15.940191	11.566393	20.236549	20.849993	26.755104
128	AT1G02228	AT1G02228	0.0	0.0	0.0	0.0	0.0	0.0
129	AT1G02230	NAC004	2.429716	1.84391	1.571446	2.195694	1.23895	1.911103
130	AT1G02250	NAC005	0.0	0.629305	0.0	0.604769	0.508682	0.748718
131	AT1G02260	AT1G02260	1.816054	1.745039	1.935062	2.603825	3.206378	1.954799
132	AT1G02270	AT1G02270	12.638323	7.045828	12.187915	13.914345	15.02731	11.038693
133	AT1G02280	TOC33	45.97789	59.317276	51.483509	40.355492	47.715607	51.669651
134	AT1G02290	AT1G02290	8.700138	9.403414	8.127206	9.985823	8.799909	7.799557
135	AT1G02300	AT1G02300	19.463633	11.475296	19.814936	9.302276	19.960144	10.346289
136	AT1G02305	AT1G02305	152.054108	188.627258	191.620667	69.94606	101.322746	90.411537
137	AT1G02310	MAN1	4.565948	11.448491	9.409197	9.649333	8.866009	6.738256
138	AT1G02320	AT1G02320	1.287592	0.0	0.0	0.0	0.0	0.136546
139	AT1G02330	AT1G02330	43.303741	41.921261	56.162235	41.423859	44.646347	46.692703
140	AT1G02335	GL22	28.578594	33.478294	25.004633	26.857567	38.48148	26.056171
141	AT1G02340	HFR1	12.381481	24.406601	13.683962	3.739419	6.746762	8.700991
142	AT1G02350	AT1G02350	2.329199	0.221846	2.360472	2.256315	3.792171	5.373312
143	AT1G02360	AT1G02360	64.304298	85.545471	75.752968	71.88282	86.731102	81.21389
144	AT1G02370	AT1G02370	6.322825	4.457642	5.300367	7.352541	5.536305	6.228347
145	AT1G02380	AT1G02380	3.607705	2.206563	3.178806	3.385584	4.082788	2.946176
146	AT1G02390	GPAT2	0.943393	0.76014	0.036737	1.842041	0.650371	1.407872
147	AT1G02391	AT1G02391	0.0	0.0	0.0	0.0	0.0	0.0
148	AT1G02400	GA2OX6	13.346937	22.156738	17.795918	24.057299	20.748819	23.385107
149	AT1G02405	AT1G02405	0.0	0.226592	0.467722	0.257783	0.466075	0.48698
150	AT1G02410	COX11	23.328856	29.573082	29.77186	38.930595	30.905914	33.438763
151	AT1G02420	AT1G02420	3.389097	3.374837	3.757108	4.775566	2.985225	3.540832
152	AT1G02430	ATARFD1B	13.116908	7.936255	10.421422	11.655993	7.711246	10.092115
153	AT1G02440	ATARFD1A	1.170113	2.107955	0.9792	1.089501	0.925721	0.0
154	AT1G02450	NIMIN-1	0.0	0.0	0.0	1.392264	0.0	0.0
155	AT1G02460	AT1G02460	2.678041	2.950626	3.900792	5.335746	2.893194	3.237498
156	AT1G02470	AT1G02470	1.166794	0.323683	0.341993	0.59605	2.047098	0.502732
157	AT1G02475	AT1G02475	7.706757	12.117277	10.6403	13.250791	12.310599	10.825963
158	AT1G02480	AT1G02480	0.0	0.0	0.0	0.0	0.0	0.0
159	AT1G02490	AT1G02490	0.0	1.182919	0.0	3.924497	2.642773	3.790301
160	AT1G02500	SAM1	727.829712	862.865845	682.572815	808.052551	655.201416	690.776672
161	AT1G02510	TPK4	0.0	0.0	0.0	0.0	0.0	0.0
162	AT1G02520	ABCB11	26.691984	36.792423	32.18927	40.818943	23.760345	37.93364
163	AT1G02530	ABCB12	0.265417	0.120524	0.0	0.799182	0.308147	0.245278
164	AT1G02540	AT1G02540	0.0	0.093537	0.0	0.0	0.0	0.0
165	AT1G02550	AT1G02550	0.0	0.0	0.0	0.0	0.0	0.0
166	AT1G02560	CLPP5	47.968815	41.312138	47.564392	52.366245	49.915699	45.5154
167	AT1G02570	AT1G02570	3.534937	2.626376	3.040465	1.561997	1.798237	2.906789
168	AT1G02575	AT1G02575	4.133716	5.74639	6.606282	1.866035	5.537681	4.090087
169	AT1G02580	MEA	0.391217	0.0	0.47754	0.051012	0.248259	0.0
170	AT1G02590	AT1G02590	0.0	0.0	0.0	0.0	0.0	0.0
171	AT1G02600	AT1G02600	0.0	0.0	0.0	0.0	0.0	0.0
172	AT1G02610	AT1G02610	22.867266	19.653242	30.880571	2.747445	5.958419	6.750418
173	AT1G02620	AT1G02620	2.38236	1.363874	1.011778	0.0	0.0	0.0
174	AT1G02630	ETN8	0.0	0.422105	0.0	0.0	0.0	0.0
175	AT1G02640	BXL2	138.222961	162.792694	158.995514	26.110144	49.571487	39.909748
176	AT1G02650	AT1G02650	0.0	0.429413	0.0	0.481349	0.0	0.871499
177	AT1G02660	AT1G02660	6.246223	10.614973	5.070242	3.860746	6.367124	4.319086
178	AT1G02670	AT1G02670	1.437944	0.213746	0.331904	1.109615	1.476072	1.693508
179	AT1G02680	TAF13	20.45929	14.128011	16.0166	10.09224	14.42821	18.159315
180	AT1G02681	AT1G02681	0.0	0.0	0.0	0.496885	0.856766	0.529812
181	AT1G02690	IMPA6	23.622663	18.000841	22.254557	35.764309	26.214373	23.742914
182	AT1G02700	AT1G02700	0.0	2.403749	0.843024	1.070324	0.0	0.711835
183	AT1G02710	AT1G02710	0.112769	0.061478	0.044164	4.822352	2.467829	1.391667
184	AT1G02720	GATL5	8.679701	8.338596	9.487151	11.410439	10.923757	10.138192
185	AT1G02730	CSLD5	20.282885	16.070278	16.289536	37.650681	35.715038	30.169273
186	AT1G02740	MRG2	11.708551	13.081141	10.443208	10.951853	11.162899	10.380887
187	AT1G02750	DI19-2	32.398243	29.165926	36.975052	28.285919	21.200348	29.892878
188	AT1G02760	AT1G02760	0.0	0.0	0.0	0.0	0.0	0.0
189	AT1G02770	AT1G02770	0.0	0.365941	0.0	0.440707	0.481266	0.53378
190	AT1G02780	RPL19A	1136.511841	973.832092	1035.856323	1420.202637	1030.17041	1122.522339
191	AT1G02790	PGA3	0.0	0.0	0.0	0.0	0.0	0.0
192	AT1G02800	CEL2	0.0	0.0	0.0	0.221399	0.574247	0.222638
193	AT1G02810	PME7	13.273798	12.021639	12.970264	15.355247	13.271985	15.869914
194	AT1G02813	AT1G02813	0.439496	0.758783	0.0	0.327961	0.919624	0.515395
195	AT1G02816	AT1G02816	43.039394	44.762138	44.42815	43.154194	36.674294	37.230217
196	AT1G02840	SR34	139.792206	159.584106	130.751633	100.810837	113.581299	97.278687
197	AT1G02850	BGLU11	28.919399	33.521431	30.778633	36.035431	34.653149	37.307529
198	AT1G02860	BAH1	66.806992	48.892757	71.873146	24.360481	37.663017	36.494644
199	AT1G02870	AT1G02870	31.387768	37.089897	31.573898	40.473774	26.205902	24.559649
200	AT1G02880	TPK1	25.208405	36.809914	26.740501	35.05183	32.44994	41.473167
201	AT1G02890	AT1G02890	41.10743	38.221916	34.46595	39.026604	40.620571	38.80444
202	AT1G02900	RALF1	317.087189	313.639923	330.437897	357.674042	476.568237	426.323059
203	AT1G02910	LPA1	15.5104	13.12795	15.969603	14.830282	14.813823	16.785629
204	AT1G02920	GSTF7	63.89267	36.266083	57.999043	23.731224	47.212814	29.809881
205	AT1G02930	GSTF6	63.37294	49.861168	65.323097	29.065481	41.690517	36.161655
206	AT1G02950	GSTF4	15.665009	11.425691	25.115498	12.108034	21.204739	12.899199
207	AT1G02952	AT1G02952	0.0	0.0	0.120871	0.0	0.0	0.0
208	AT1G02960	AT1G02960	14.047956	14.688602	13.032738	12.500541	15.305921	7.540642
209	AT1G02970	WEE1	3.866924	4.548521	3.739422	5.493231	5.714206	5.701931
210	AT1G02980	CUL2	0.399393	0.634126	0.606713	0.559265	0.551844	0.693194
211	AT1G02990	AT1G02990	9.57355	8.684921	8.002841	9.873027	8.57254	8.474921
212	AT1G03000	PEX6	12.083386	8.712388	10.720502	8.807431	10.837025	8.522114
213	AT1G03010	AT1G03010	5.568525	4.132062	5.321011	2.513089	3.08418	1.935308
214	AT1G03030	AT1G03030	15.824089	19.135006	18.395424	17.461927	17.454487	17.098959
215	AT1G03040	BHLH7	35.363407	47.860619	44.063	50.053543	43.781116	45.425797
216	AT1G03060	SPI	13.570335	12.123171	11.592348	12.438694	14.009627	12.327992
217	AT1G03070	AT1G03070	2.123626	2.006346	1.395245	1.250265	1.372218	1.922188
218	AT1G03080	NET1D	41.424038	36.631168	37.569759	40.876503	39.054012	43.188572
219	AT1G03090	MCCA	105.827599	76.610138	136.330276	15.259194	28.367588	24.653917
220	AT1G03100	AT1G03100	1.258175	1.127476	0.795815	3.282663	1.567254	1.951364
221	AT1G03103	AT1G03103	0.0	0.0	0.0	0.0	0.0	0.0
222	AT1G03106	AT1G03106	1.341882	0.720856	1.353091	1.298066	1.394562	1.05098
223	AT1G03110	TRM82	13.823348	16.164667	13.767481	21.620625	14.630247	15.026073
224	AT1G03120	ATRAB28	3.371334	1.319064	2.281509	0.613409	1.117702	0.0
225	AT1G03130	PSAD2	10.340956	3.79739	9.33795	2.880618	3.702069	4.610553
226	AT1G03140	AT1G03140	84.03756	78.657562	85.575317	57.043278	55.137268	58.576618
227	AT1G03150	AT1G03150	43.46254	36.000523	39.139706	43.976524	33.361305	37.270279
228	AT1G03160	FZL	6.854108	9.109429	6.14016	5.162632	6.683411	5.672362
229	AT1G03170	FAF2	0.0	0.13425	0.0	1.39286	0.04122	0.790235
230	AT1G03180	AT1G03180	6.581718	7.149561	6.564171	9.226901	6.75336	8.900537
231	AT1G03190	UVH6	4.130612	6.184445	4.891616	8.013184	6.763809	6.43417
232	AT1G03200	AT1G03200	5.976806	4.225333	7.11363	1.823196	3.924771	2.585861
233	AT1G03210	AT1G03210	68.429604	58.635822	73.135773	62.084091	69.288704	71.577988
234	AT1G03220	AT1G03220	428.080841	551.86554	549.817993	387.715424	546.582581	512.902954
235	AT1G03230	AT1G03230	51.090462	48.487762	59.116047	45.185669	46.43211	26.704433
236	AT1G03240	AT1G03240	0.371666	0.0	0.0	0.0	0.886037	0.0
237	AT1G03250	AT1G03250	27.074528	21.788036	27.103596	24.976965	23.001581	26.691109
238	AT1G03260	AT1G03260	10.589319	12.050843	12.253846	11.9607	11.439795	10.105033
239	AT1G03270	CBSDUF4	5.11996	5.829693	2.944947	4.122938	3.882523	4.564791
240	AT1G03280	AT1G03280	36.692265	32.07663	37.769089	31.743042	35.529339	32.976456
241	AT1G03290	AT1G03290	37.939064	38.06855	39.066364	33.370335	33.323158	37.979095
242	AT1G03300	ATDUF1	1.303713	0.793368	0.629596	2.017883	1.840577	1.934329
243	AT1G03310	ISA2	5.312272	4.345494	3.903047	7.256029	6.703817	6.275338
244	AT1G03320	AT1G03320	0.0	0.0	0.0	0.0	0.0	0.0
245	AT1G03330	LSM2	66.702156	63.744595	68.139435	76.907463	88.896614	83.419128
246	AT1G03340	AT1G03340	0.74709	2.434489	1.661366	2.13849	2.972332	2.991777
247	AT1G03350	AT1G03350	41.139996	42.820721	50.631523	54.336967	48.136955	55.343849
248	AT1G03360	ATRRP4	14.405957	12.430925	14.53005	24.583004	17.84754	13.444886
249	AT1G03365	RF4	7.055897	8.451435	8.810158	8.63277	8.314563	7.150047
250	AT1G03370	AT1G03370	21.046808	16.595995	20.147875	17.941776	19.942101	21.2616
251	AT1G03380	ATG18G	43.283699	37.620506	46.86153	22.257988	33.550339	27.78541
252	AT1G03390	AT1G03390	0.70487	0.516943	0.022349	0.0	0.0	0.576661
253	AT1G03400	AT1G03400	3.662305	4.705894	4.242759	1.932423	3.68025	1.574093
254	AT1G03410	2A6	4.364425	7.167332	8.222935	5.671775	3.950803	6.971833
255	AT1G03420	Sadhu4-2	0.0	0.0	0.0	0.0	0.0	0.09433
256	AT1G03430	AHP5	26.378592	16.306757	30.352829	21.066999	19.221588	24.639421
257	AT1G03440	AT1G03440	2.489039	3.151237	2.816599	4.362867	4.989038	3.590258
258	AT1G03445	BSU1	0.0	0.651167	0.296622	0.486461	0.456313	0.291107
259	AT1G03457	BRN2	28.220461	27.892933	30.304255	13.04139	20.432472	20.373138
260	AT1G03470	NET3A	13.053479	9.591512	12.651737	20.738718	17.332346	11.150681
261	AT1G03475	CPX1	34.626156	30.748482	39.639103	31.552126	41.397133	33.998497
262	AT1G03495	3AT2	3.227761	6.080085	2.618444	12.034627	6.621642	8.688587
263	AT1G03502	AT1G03502	2.858006	0.419766	6.806458	1.496972	2.905874	1.509195
264	AT1G03506	AT1G03506	4.501602	4.038241	4.618488	1.038735	3.318804	2.967616
265	AT1G03510	PCMP-E3	1.859131	2.219951	0.86172	1.745224	1.770242	1.548211
266	AT1G03520	AT1G03520	8.389378	12.584478	10.036884	6.626708	3.514739	6.994275
267	AT1G03530	ATNAF1	11.416933	9.579902	10.550659	18.054565	10.806049	12.177779
268	AT1G03540	PCMP-E4	1.557474	0.605574	0.0	1.278001	2.611647	1.092869
269	AT1G03550	SCAMP2	19.961489	15.922927	22.753767	16.246529	18.199026	16.391094
270	AT1G03545	AT1G03545	0.0	0.773427	0.0	0.940224	1.114948	1.569332
271	AT1G03560	AT1G03560	6.192697	5.404199	5.140785	7.357204	6.602978	6.139335
272	AT1G03580	AT1G03580	4.356974	2.939005	4.789952	0.048863	0.283231	0.18875
273	AT1G03590	PPC6-6	23.243797	26.121149	26.494608	20.530313	16.387712	16.545519
274	AT1G03600	PSB27-1	32.283512	20.981991	32.526985	11.279	10.263264	15.422264
275	AT1G03610	AT1G03610	40.805122	37.395721	42.143471	12.832357	18.383352	14.291917
276	AT1G03620	AT1G03620	10.440631	8.231335	12.194061	10.574812	9.792315	7.242541
277	AT1G03630	PORC	2.585909	4.762051	1.485333	4.025776	5.723971	5.451335
278	AT1G03650	AT1G03650	13.499169	6.895489	7.562319	6.267775	7.667458	7.495502
279	AT1G03660	AT1G03660	17.827	21.086922	26.832386	11.136639	8.666971	9.73762
280	AT1G03680	ATHM1	16.16206	18.965729	12.93392	14.990776	16.329782	18.463671
281	AT1G03687	AT1G03687	11.492024	12.209551	10.350423	12.942882	12.317461	10.579997
282	AT1G03700	AT1G03700	11.931998	20.074259	10.893582	9.14189	17.184978	17.838625
283	AT1G03710	AT1G03710	0.0	0.0	0.369934	0.0	0.0	0.0
284	AT1G03730	AT1G03730	20.370882	17.205694	16.483557	27.271078	24.001928	23.726433
285	AT1G03740	AT1G03740	29.42828	22.496712	35.522194	20.199881	34.603008	29.636711
286	AT1G03750	SWI2	7.933129	6.163759	7.60947	5.776999	7.336058	5.866466
287	AT1G03760	AT1G03760	12.69409	12.895164	9.131583	13.027867	12.574562	10.210578
288	AT1G03770	RING1B	10.43441	10.256936	10.194218	10.511601	9.309698	8.317518
289	AT1G03780	TPX2	12.176777	8.490602	12.992254	12.500529	16.577597	8.198606
290	AT1G03800	ERF10	1.292681	0.0	0.0	0.765262	1.345248	0.047223
291	AT1G03820	AT1G03820	56.695488	72.929512	70.341385	236.996872	171.994141	195.120026
292	AT1G03830	AT1G03830	8.666336	6.868289	4.93886	9.775887	6.64177	8.212108
293	AT1G03840	MGP	7.864983	7.770043	6.418986	12.858475	6.422192	9.527292
294	AT1G03850	GRXS13	152.436615	220.111588	202.224014	67.920166	131.620605	97.237961
295	AT1G03860	PHB2	74.838066	65.128639	64.000435	99.178238	72.217194	75.168495
296	AT1G03870	FLA9	404.995117	359.943542	401.736145	302.21463	253.564438	326.391052
297	AT1G03900	ATNAP4	209.408585	220.332169	197.358536	146.39537	153.867462	158.227432
298	AT1G03905	ABCI19	13.195308	24.277773	15.33928	18.170837	12.730368	13.883683
299	AT1G03910	CTN	45.573505	46.84803	47.322086	48.1749	44.310921	46.032642
300	AT1G03920	AT1G03920	10.018354	4.3606	6.854908	4.598926	9.666995	7.826383
301	AT1G03930	ADK1	13.308431	15.834374	13.432157	15.993829	15.603585	14.075734
302	AT1G03935	AT1G03935	8.791033	8.347716	4.069269	1.029643	3.520702	2.072641
303	AT1G03940	3AT1	3.425841	2.235315	1.370835	7.482337	5.746768	6.603407
304	AT1G03950	VPS2.3	24.560905	23.660717	26.947454	26.456045	27.366987	32.014923
305	AT1G03960	B''EPSILON	5.898581	3.813936	5.734107	8.694732	6.440064	7.511352
306	AT1G03970	GBF4	27.485252	29.02079	20.924898	17.789894	24.114752	23.286581
307	AT1G03980	PCS2	2.485511	4.403621	4.733222	3.643162	1.338768	3.288698
308	AT1G03982	RIC8	0.0	0.0	0.0	0.0	0.0	0.0
309	AT1G03990	FAO1	1.395585	1.981092	2.913296	1.968385	1.961882	1.487789
310	AT1G04000	AT1G04000	10.215213	15.762777	15.51505	16.520761	15.524929	15.630451
311	AT1G04010	PSAT	7.27599	6.663648	8.345447	10.680654	8.022878	9.164701
312	AT1G04020	BARD1	7.574127	3.634639	4.663313	10.983632	8.275105	5.745412
313	AT1G04030	AT1G04030	17.815105	10.923609	13.744104	14.739412	16.068394	12.398067
